Date,Open,High,Low,Close,Volume,OpenInt
2006-12-15,26.165,26.284,26.066,26.145,826155,0
2006-12-18,26.086,26.165,25.67,25.749,746849,0
2006-12-19,25.6,25.857,25.57,25.719,891033,0
2006-12-20,25.808,25.977,25.768,25.907,823128,0
2006-12-21,25.887,25.997,25.838,25.867,581880,0
2006-12-22,25.788,25.997,25.7,25.778,425790,0
2006-12-26,25.778,26.007,25.778,25.907,351227,0
2006-12-27,25.818,26.017,25.65,25.68,788722,0
2006-12-28,25.67,25.867,25.63,25.818,512260,0
2006-12-29,25.838,25.967,25.719,25.798,637577,0
2007-01-03,25.877,26.472,25.877,26.066,853096,0
2007-01-04,26.066,26.691,26.066,26.591,779338,0
2007-01-05,26.591,26.591,25.917,26.076,846335,0
2007-01-08,26.027,26.304,25.877,26.047,650088,0
2007-01-09,26.115,26.264,25.957,26.105,800022,0
2007-01-10,25.997,26.095,25.937,25.977,778229,0
2007-01-11,25.957,25.957,25.095,25.788,1541322,0
2007-01-12,25.788,25.808,25.65,25.749,1139141,0
2007-01-16,25.808,25.867,25.432,25.56,797500,0
2007-01-17,25.57,25.63,25.432,25.55,841290,0
2007-01-18,25.54,25.61,25.451,25.52,621029,0
2007-01-19,25.66,26.394,25.6,26.284,1345580,0
2007-01-22,26.284,26.404,26.017,26.314,1417217,0
2007-01-23,26.224,26.492,26.174,26.354,874586,0
2007-01-24,26.394,26.412,26.224,26.364,987290,0
2007-01-25,26.374,26.482,26.184,26.364,1020486,0
2007-01-26,26.364,26.472,26.234,26.344,1014028,0
2007-01-29,26.304,26.681,26.264,26.521,810920,0
2007-01-30,26.651,27.136,26.601,26.888,1196250,0
2007-01-31,26.819,27.018,26.611,26.978,796390,0
2007-02-01,26.978,27.463,26.819,27.375,1378170,0
2007-02-02,27.325,27.602,27.215,27.562,692566,0
2007-02-05,27.532,27.532,27.225,27.315,746950,0
2007-02-06,27.463,27.602,27.365,27.602,892546,0
2007-02-07,27.602,27.939,27.492,27.829,812837,0
2007-02-08,27.849,28.038,27.741,27.959,775100,0
2007-02-09,27.999,28.226,27.781,27.919,790235,0
2007-02-12,27.999,28.186,27.859,28.098,754109,0
2007-02-13,28.196,28.246,27.989,28.216,759101,0
2007-02-14,28.166,28.475,28.166,28.276,604218,0
2007-02-15,28.286,28.593,28.276,28.593,669662,0
2007-02-16,28.573,28.782,28.256,28.722,754720,0
2007-02-20,28.792,29.069,28.633,28.93,1214513,0
2007-02-21,28.93,29.079,28.782,29.049,916157,0
2007-02-22,29.059,29.168,28.831,29.019,1162348,0
2007-02-23,29.019,29.019,28.623,28.96,1304110,0
2007-02-26,28.95,29.089,28.156,28.156,1744096,0
2007-02-27,27.919,28.147,27.522,27.819,1639798,0
2007-02-28,26.511,27.879,26.037,26.125,5279906,0
2007-03-01,25.867,26.047,25.362,25.481,4329091,0
2007-03-02,25.372,25.69,25.223,25.491,1556961,0
2007-03-05,25.362,25.62,24.986,25.382,2234607,0
2007-03-06,25.461,25.729,25.313,25.709,1633240,0
2007-03-07,25.57,25.719,25.243,25.243,1721829,0
2007-03-08,25.372,25.491,25.283,25.353,995563,0
2007-03-09,25.392,25.68,25.273,25.65,1189186,0
2007-03-12,25.63,25.828,25.63,25.709,821312,0
2007-03-13,25.55,25.67,25.193,25.233,1015440,0
2007-03-14,25.134,25.283,24.847,25.223,1038042,0
2007-03-15,25.174,25.412,24.936,25.353,1170151,0
2007-03-16,25.412,25.54,25.273,25.293,844417,0
2007-03-19,25.293,25.313,24.986,25.184,853902,0
2007-03-20,25.065,25.154,24.797,25.055,1707704,0
2007-03-21,25.154,25.323,24.936,25.323,985002,0
2007-03-22,25.412,25.58,25.372,25.52,955002,0
2007-03-23,25.382,25.798,25.343,25.759,1389000,0
2007-03-26,26.066,26.601,26.066,26.234,1306532,0
2007-03-27,26.234,26.234,25.917,26.155,1064074,0
2007-03-28,26.076,26.145,25.778,26.017,980831,0
2007-03-29,26.066,26.344,26.027,26.334,1248868,0
2007-03-30,26.472,26.581,26.105,26.194,939767,0
2007-04-02,26.204,26.264,25.927,26.135,1080319,0
2007-04-03,26.254,26.364,26.165,26.224,1161036,0
2007-04-04,26.214,26.274,26.047,26.254,1234995,0
2007-04-05,26.194,26.511,26.194,26.442,609930,0
2007-04-09,26.432,26.501,26.214,26.254,860763,0
2007-04-10,26.294,27.008,26.294,26.888,1420699,0
2007-04-11,26.888,27.018,26.75,26.878,658160,0
2007-04-12,26.868,27.156,26.789,27.008,832252,0
2007-04-13,27.038,27.175,26.789,26.908,671043,0
2007-04-16,27.008,27.185,26.908,27.146,445163,0
2007-04-17,27.175,27.424,27.175,27.365,611847,0
2007-04-18,27.315,27.335,27.028,27.265,1004039,0
2007-04-19,27.205,27.424,26.938,27.067,942100,0
2007-04-20,27.255,27.434,27.185,27.404,926519,0
2007-04-23,27.375,27.473,27.215,27.305,472406,0
2007-04-24,27.305,27.404,27.205,27.305,416811,0
2007-04-25,27.384,27.602,27.185,27.532,491375,0
2007-04-26,27.512,27.662,27.205,27.345,617194,0
2007-04-27,27.305,27.404,27.067,27.205,547831,0
2007-04-30,27.175,27.325,27.028,27.058,755728,0
2007-05-01,27.058,29.892,27.048,29.257,4737477,0
2007-05-02,29.743,31.19,29.495,30.427,6012629,0
2007-05-03,30.347,30.447,29.812,30.447,1915155,0
2007-05-04,30.476,31.101,30.11,30.923,1869141,0
2007-05-07,30.923,31.13,30.615,30.684,1177130,0
2007-05-08,30.664,30.923,30.586,30.734,1183739,0
2007-05-09,30.724,31.24,30.654,31.051,1016046,0
2007-05-10,31.071,31.12,30.526,30.526,846940,0
2007-05-11,30.536,30.913,30.367,30.913,595401,0
2007-05-14,31.567,32.231,30.288,30.546,1033198,0
2007-05-15,30.664,30.774,30.586,30.684,795482,0
2007-05-16,30.734,30.952,30.556,30.923,895069,0
2007-05-17,30.754,31.101,30.654,30.943,1095607,0
2007-05-18,31.11,31.557,31.11,31.378,1141563,0
2007-05-21,31.348,31.467,30.417,30.624,1503175,0
2007-05-22,30.714,30.873,30.466,30.774,1266676,0
2007-05-23,30.783,31.061,30.654,30.744,913331,0
2007-05-24,30.923,31.021,30.615,30.704,1056607,0
2007-05-25,30.724,30.833,30.576,30.624,578954,0
2007-05-29,30.714,30.853,30.496,30.654,634549,0
2007-05-30,30.576,30.644,30.417,30.447,865909,0
2007-05-31,30.556,30.873,30.397,30.586,786300,0
2007-06-01,30.744,31.299,30.744,31.25,1037637,0
2007-06-04,31.22,31.428,31.101,31.25,1248614,0
2007-06-05,31.22,31.447,31.101,31.368,1392094,0
2007-06-06,31.21,31.299,30.803,30.981,1000205,0
2007-06-07,30.981,31.13,30.586,30.913,1321062,0
2007-06-08,30.823,31.18,30.664,31.17,781095,0
2007-06-11,31.071,31.2,30.903,30.952,910305,0
2007-06-12,30.07,30.913,30.01,30.496,945014,0
2007-06-13,30.754,31.11,30.586,31.11,1336801,0
2007-06-14,31.279,31.933,31.27,31.547,1444359,0
2007-06-15,31.914,31.963,31.537,31.646,837456,0
2007-06-18,31.606,31.854,31.338,31.824,684594,0
2007-06-19,31.834,32.062,31.655,32.052,1116715,0
2007-06-20,32.072,32.31,31.765,31.943,1293213,0
2007-06-21,31.983,32.984,31.794,32.587,1518934,0
2007-06-22,32.419,32.518,31.794,31.993,979830,0
2007-06-25,31.923,32.121,31.824,32.012,988298,0
2007-06-26,32.062,32.141,31.804,31.854,1018865,0
2007-06-27,31.715,32.022,31.626,31.973,1239636,0
2007-06-28,31.993,32.875,31.973,32.498,1209376,0
2007-06-29,32.617,32.845,31.993,32.241,1398551,0
2007-07-02,32.409,32.865,32.27,32.775,1681873,0
2007-07-03,32.944,32.944,32.617,32.706,602161,0
2007-07-05,32.716,32.736,32.3,32.498,758350,0
2007-07-06,32.508,32.657,32.32,32.627,622325,0
2007-07-09,32.607,32.835,32.409,32.736,901421,0
2007-07-10,32.677,32.954,32.508,32.627,653806,0
2007-07-11,32.627,32.755,32.428,32.597,787108,0
2007-07-12,32.607,33.053,32.369,33.053,958096,0
2007-07-13,33.053,33.083,32.677,32.746,691860,0
2007-07-16,32.765,33.588,32.765,33.391,1032392,0
2007-07-17,33.271,33.608,33.192,33.331,790968,0
2007-07-18,33.301,33.331,32.538,32.805,1294608,0
2007-07-19,32.845,33.162,32.845,32.914,899609,0
2007-07-20,32.924,32.924,32.33,32.389,989307,0
2007-07-23,32.607,33.281,32.597,32.755,929979,0
2007-07-24,32.667,32.954,32.31,32.32,630685,0
2007-07-25,32.409,32.409,31.655,31.814,1362084,0
2007-07-26,31.447,31.864,30,31.497,1612554,0
2007-07-27,30.615,31.655,30.516,30.536,1053681,0
2007-07-30,29.653,30.813,28.841,30.486,1196083,0
2007-07-31,30.754,30.933,30.04,30.149,1219752,0
2007-08-01,30.1,30.249,29.009,30.08,2085253,0
2007-08-02,32.012,33.044,30.674,31.457,2570438,0
2007-08-03,31.993,32.409,30.873,31.021,2153764,0
2007-08-06,31.11,31.794,31.041,31.745,1386748,0
2007-08-07,31.487,32.369,31.467,31.973,1419841,0
2007-08-08,31.933,32.171,30.02,30.268,2331961,0
2007-08-09,29.515,29.951,28.513,29.326,2676121,0
2007-08-10,30.209,30.961,29.049,30.843,2120078,0
2007-08-13,30.923,32.538,30.813,31.963,2137934,0
2007-08-14,32.092,32.111,31.081,31.24,1054892,0
2007-08-15,31.26,31.655,31.031,31.051,741115,0
2007-08-16,30.674,30.843,29.634,30.249,1662602,0
2007-08-17,30.427,31.001,29.287,29.971,1324088,0
2007-08-20,30.05,30.05,29.237,29.535,885181,0
2007-08-21,29.614,30.219,29.386,29.495,1554843,0
2007-08-22,29.862,30.249,29.683,30.239,1392296,0
2007-08-23,30.506,30.754,30.307,30.704,907277,0
2007-08-24,30.586,30.863,30.407,30.634,879026,0
2007-08-27,30.427,30.764,30.229,30.387,680862,0
2007-08-28,30.219,30.367,29.505,29.545,911616,0
2007-08-29,29.545,29.653,29.009,29.465,2071138,0
2007-08-30,29.376,29.584,29.049,29.267,659270,0
2007-08-31,29.267,29.763,29.237,29.555,650289,0
2007-09-04,28.673,30.387,28.673,30.387,811279,0
2007-09-05,31.101,31.784,30.05,30.367,1335691,0
2007-09-06,30.367,30.724,30.367,30.674,536577,0
2007-09-07,30.11,30.624,29.941,30.219,898701,0
2007-09-10,30.327,30.615,30.09,30.209,731815,0
2007-09-11,30.447,30.486,29.941,30.249,907277,0
2007-09-12,30.209,30.536,30.07,30.278,849765,0
2007-09-13,30.624,31.24,30.556,31.11,1199781,0
2007-09-14,30.952,31.031,30.605,30.833,1053681,0
2007-09-17,30.774,30.971,30.476,30.714,559682,0
2007-09-18,30.734,31.26,30.407,31.19,789226,0
2007-09-19,31.279,31.794,31.27,31.675,1001415,0
2007-09-20,31.587,31.725,31.457,31.457,417718,0
2007-09-21,31.695,31.804,31.13,31.418,690447,0
2007-09-24,31.24,31.596,31.16,31.438,587834,0
2007-09-25,31.348,31.864,31.081,31.447,589145,0
2007-09-26,32.211,32.241,31.071,31.943,589548,0
2007-09-27,31.774,31.943,31.23,31.685,1010699,0
2007-09-28,32.706,32.706,31.874,32.111,1074163,0
2007-10-01,32.022,32.092,31.477,31.655,826357,0
2007-10-02,31.844,32.211,31.646,31.894,532844,0
2007-10-03,31.765,31.993,31.537,31.824,444054,0
2007-10-04,31.834,32.241,31.626,31.675,276663,0
2007-10-05,31.675,31.874,31.517,31.646,401172,0
2007-10-08,31.557,31.655,31.338,31.577,411766,0
2007-10-09,31.695,31.824,31.11,31.22,1209569,0
2007-10-10,31.13,31.338,30.684,30.724,1113312,0
2007-10-11,30.427,30.933,30.159,30.169,778632,0
2007-10-12,30.298,30.684,30.04,30.526,422158,0
2007-10-15,30.437,30.596,30.189,30.288,716479,0
2007-10-16,30.298,30.605,30.219,30.337,797903,0
2007-10-17,30.714,30.714,30.229,30.327,1153571,0
2007-10-18,30.219,30.744,30.219,30.664,942390,0
2007-10-19,30.546,30.615,29.693,29.723,899104,0
2007-10-22,29.604,29.614,29.247,29.564,740897,0
2007-10-23,29.475,29.852,29.376,29.822,578853,0
2007-10-24,29.683,29.842,29.217,29.624,594392,0
2007-10-25,29.822,31.19,29.346,29.802,872972,0
2007-10-26,30.04,30.189,29.545,29.743,839473,0
2007-10-29,29.763,30.159,29.733,29.882,625064,0
2007-10-30,29.882,30.02,29.574,29.793,628596,0
2007-10-31,29.872,30.427,29.852,30.288,887299,0
2007-11-01,29.98,30.11,29.326,29.346,828879,0
2007-11-02,29.297,29.653,29.237,29.584,700603,0
2007-11-05,29.495,29.961,29.267,29.783,883243,0
2007-11-06,29.247,30.288,29.247,29.683,1096966,0
2007-11-07,29.842,29.842,28.533,28.573,1414226,0
2007-11-08,28.445,28.712,28.088,28.563,1125119,0
2007-11-09,28.256,28.772,28.176,28.513,860965,0
2007-11-12,28.326,28.702,28.236,28.256,970783,0
2007-11-13,28.346,28.365,27.81,28.118,784888,0
2007-11-14,28.088,28.346,27.849,27.869,854145,0
2007-11-15,27.721,28.138,27.702,27.829,855159,0
2007-11-16,27.959,28.038,27.325,27.492,1037957,0
2007-11-19,27.265,27.572,27.146,27.185,866801,0
2007-11-20,27.235,27.879,27.165,27.632,1010093,0
2007-11-21,27.434,27.542,27.048,27.048,856730,0
2007-11-23,27.067,27.672,27.048,27.622,287761,0
2007-11-26,27.552,27.741,26.858,26.928,808574,0
2007-11-27,27.018,27.592,27.018,27.532,872759,0
2007-11-28,27.532,28.475,27.454,28.475,1078228,0
2007-11-29,28.355,28.851,28.236,28.851,1326006,0
2007-11-30,29.237,29.237,28.782,29.049,1124594,0
2007-12-03,29.247,29.247,28.355,28.455,908589,0
2007-12-04,28.226,28.762,28.226,28.543,936992,0
2007-12-05,27.751,28.97,27.751,28.573,717185,0
2007-12-06,28.563,28.811,28.405,28.742,567381,0
2007-12-07,28.643,28.96,28.286,28.523,652509,0
2007-12-10,28.663,29.069,28.455,29.069,619430,0
2007-12-11,29.287,29.624,28.95,28.98,1039878,0
2007-12-12,29.525,29.624,28.019,28.365,985775,0
2007-12-13,28.415,28.742,28.138,28.682,704644,0
2007-12-14,28.385,28.851,27.702,27.702,1079873,0
2007-12-17,27.602,27.959,27.454,27.562,781053,0
2007-12-18,27.652,27.692,27.225,27.375,609527,0
2007-12-19,27.434,27.434,26.928,27.077,711838,0
2007-12-20,27.175,27.175,26.661,26.958,799123,0
2007-12-21,27.205,27.414,26.978,27.365,834036,0
2007-12-24,27.375,27.552,27.195,27.345,203168,0
2007-12-26,27.255,27.424,27.235,27.325,375240,0
2007-12-27,27.175,27.225,26.809,26.838,475239,0
2007-12-28,26.731,27.265,26.731,27.215,718790,0
2007-12-31,27.126,27.126,26.671,26.898,481752,0
2008-01-02,26.938,27.106,26.264,26.641,1248011,0
2008-01-03,26.809,26.809,26.364,26.511,893454,0
2008-01-04,26.314,26.412,25.808,25.847,879732,0
2008-01-07,26.086,26.105,25.739,25.967,1178676,0
2008-01-08,26.086,26.462,25.927,26.294,1365624,0
2008-01-09,26.274,27.008,26.264,26.948,1153643,0
2008-01-10,26.769,27.195,26.691,27.116,923263,0
2008-01-11,26.918,27.622,26.819,27.602,928566,0
2008-01-14,27.849,27.849,27.245,27.532,706385,0
2008-01-15,27.502,27.562,27.185,27.295,695745,0
2008-01-16,27.365,27.949,27.058,27.532,1052121,0
2008-01-17,27.562,27.582,27.038,27.048,813441,0
2008-01-18,27.275,27.473,26.194,26.324,1135005,0
2008-01-22,25.243,26.066,23.687,25.719,1488918,0
2008-01-23,25.055,25.61,24.778,25.511,1250853,0
2008-01-24,25.293,26.591,25.293,26.581,1555549,0
2008-01-25,26.878,26.878,25.957,26.135,1161047,0
2008-01-28,26.224,26.364,25.778,26.165,831727,0
2008-01-29,26.125,26.384,25.967,26.165,418747,0
2008-01-30,26.184,26.344,25.63,25.68,812103,0
2008-01-31,25.471,26.037,24.698,25.877,844381,0
2008-02-01,25.887,26.135,25.52,25.778,965597,0
2008-02-04,25.788,25.937,25.69,25.897,756397,0
2008-02-05,25.53,26.344,25.53,26.135,1371020,0
2008-02-06,26.135,26.541,26.027,26.135,910087,0
2008-02-07,25.947,26.155,25.53,26.105,1027548,0
2008-02-08,26.047,26.066,25.243,25.768,788621,0
2008-02-11,25.857,25.927,25.353,25.52,937880,0
2008-02-12,25.749,26.076,25.57,26.047,1419051,0
2008-02-13,26.274,26.591,26.105,26.551,908926,0
2008-02-14,26.948,28.206,26.769,28.176,2481280,0
2008-02-15,28.128,28.246,27.542,27.692,1610438,0
2008-02-19,28.266,28.523,27.829,28.068,1792341,0
2008-02-20,28.058,28.068,27.315,27.959,2823212,0
2008-02-21,28.176,28.176,26.731,27.018,2331795,0
2008-02-22,27.175,27.345,26.759,27.335,955736,0
2008-02-25,27.355,28.009,27.355,27.939,1380817,0
2008-02-26,27.999,28.613,27.829,28.455,2162008,0
2008-02-27,28.276,28.742,27.741,27.899,2030174,0
2008-02-28,27.622,28.058,27.592,27.662,1510901,0
2008-02-29,27.463,27.819,27.215,27.562,2217839,0
2008-03-03,27.502,27.512,27.097,27.255,1632163,0
2008-03-04,27.038,27.81,27.038,27.721,2274949,0
2008-03-05,27.801,28.226,27.552,27.899,2426906,0
2008-03-06,27.81,27.929,27.463,27.542,1485219,0
2008-03-07,27.404,27.592,27.097,27.414,1973671,0
2008-03-10,27.285,27.771,27.235,27.355,1666335,0
2008-03-11,27.819,28.088,27.077,27.622,2373867,0
2008-03-12,27.731,27.751,27.205,27.285,1026842,0
2008-03-13,27.018,27.849,26.769,27.702,1436993,0
2008-03-14,27.702,27.869,26.908,27.315,1335108,0
2008-03-17,28.166,28.166,26.601,27.751,1679048,0
2008-03-18,28.216,28.643,27.81,28.573,1143908,0
2008-03-19,28.653,29.009,28.415,28.415,1545967,0
2008-03-20,28.435,28.533,28.088,28.484,946593,0
2008-03-24,28.623,29.029,28.385,28.851,711361,0
2008-03-25,28.92,29.207,28.692,28.802,867513,0
2008-03-26,28.643,29.019,28.633,28.86,896381,0
2008-03-27,29.129,29.198,28.792,28.841,820405,0
2008-03-28,29.119,29.297,28.94,29.079,964577,0
2008-03-31,28.96,29.119,28.513,29.059,885889,0
2008-04-01,29.207,30.327,29.059,30.249,1192618,0
2008-04-02,30.04,30.307,28.811,29.009,2069620,0
2008-04-03,29.089,29.089,28.475,28.742,1476949,0
2008-04-04,28.762,29.178,28.762,29,478767,0
2008-04-07,29.158,30,29.059,29.763,1339555,0
2008-04-08,29.812,30.189,29.634,29.98,773760,0
2008-04-09,29.852,29.971,29.227,29.356,602480,0
2008-04-10,29.495,29.733,29.346,29.564,704875,0
2008-04-11,29.287,29.763,29.138,29.207,736153,0
2008-04-14,29.138,29.386,28.91,29.069,464446,0
2008-04-15,29.217,29.217,28.643,28.643,700770,0
2008-04-16,28.772,29.376,28.722,29.376,699631,0
2008-04-17,29.505,29.555,29.089,29.247,422637,0
2008-04-18,29.495,29.842,27.829,29.555,640053,0
2008-04-21,29.911,29.911,24.807,28.97,745513,0
2008-04-22,28.782,28.88,28.316,28.425,718897,0
2008-04-23,28.782,29.178,28.425,29.029,827357,0
2008-04-24,29.119,29.119,28.543,28.782,429822,0
2008-04-25,28.553,29.227,28.543,29.227,444947,0
2008-04-28,29.287,29.426,28.663,28.88,761163,0
2008-04-29,29.783,32.409,29.485,30.863,3465124,0
2008-04-30,30.783,31.507,30.367,30.764,1455875,0
2008-05-01,31.001,31.19,29.366,29.594,2328949,0
2008-05-02,29.773,29.802,28.98,29.227,929656,0
2008-05-05,29.039,29.049,28.346,28.692,1084261,0
2008-05-06,28.513,29.277,28.513,29.247,1196115,0
2008-05-07,29.366,29.515,28.166,28.226,578281,0
2008-05-08,27.969,28.156,27.652,27.949,702854,0
2008-05-09,27.791,28.058,27.542,28.029,753276,0
2008-05-12,27.473,28.108,27.473,28.068,484171,0
2008-05-13,28.156,28.336,27.404,27.492,1040773,0
2008-05-14,27.711,28.326,27.492,28.296,1333223,0
2008-05-15,28.118,28.475,28.009,28.306,1013040,0
2008-05-16,28.236,28.336,27.959,28.276,588671,0
2008-05-19,28.166,28.435,28.138,28.276,623939,0
2008-05-20,28.166,28.583,28.166,28.326,636712,0
2008-05-21,28.494,28.494,27.711,27.989,961379,0
2008-05-22,27.979,28.355,27.949,28.306,492066,0
2008-05-23,28.296,28.346,28.019,28.118,408167,0
2008-05-27,28.286,28.435,28.019,28.166,692933,0
2008-05-28,28.246,28.286,27.542,27.889,829453,0
2008-05-29,27.781,28.038,27.612,28.029,606277,0
2008-05-30,28.029,28.395,28.029,28.306,814199,0
2008-06-02,29.217,29.217,27.869,27.929,755812,0
2008-06-03,26.878,28.068,26.878,27.869,1034541,0
2008-06-04,27.612,28.078,27.582,28.009,851996,0
2008-06-05,28.138,28.484,27.791,28.375,810968,0
2008-06-06,28.098,28.762,28.068,28.138,1033253,0
2008-06-09,28.038,28.276,27.404,27.532,784925,0
2008-06-10,27.384,27.502,27.126,27.185,831253,0
2008-06-11,27.008,27.165,26.651,26.701,965893,0
2008-06-12,26.661,27.235,26.661,27.156,793757,0
2008-06-13,27.522,27.532,27.185,27.394,803411,0
2008-06-16,27.275,27.454,27.097,27.315,574587,0
2008-06-17,27.532,27.612,26.958,27.008,866627,0
2008-06-18,26.759,27.126,26.492,26.511,746677,0
2008-06-19,26.452,26.75,26.254,26.651,920985,0
2008-06-20,26.621,26.701,26.274,26.462,972020,0
2008-06-23,26.74,26.74,25.768,26.442,1805016,0
2008-06-24,26.374,26.591,26.184,26.511,652716,0
2008-06-25,26.661,27.502,26.482,27.305,1052858,0
2008-06-26,27.295,27.305,26.731,26.928,934348,0
2008-06-27,26.928,26.968,26.621,26.711,1293727,0
2008-06-30,26.671,27.215,26.651,26.928,626487,0
2008-07-01,26.711,27.058,26.681,26.988,832821,0
2008-07-02,26.918,27.305,26.829,26.928,876895,0
2008-07-03,27.146,27.295,26.898,27.008,426669,0
2008-07-07,27.136,27.215,26.691,26.978,1395265,0
2008-07-08,27.116,27.562,26.988,27.502,1157736,0
2008-07-09,27.483,28.147,27.335,27.819,1002706,0
2008-07-10,27.959,28.286,27.791,28.088,1129653,0
2008-07-11,27.849,28.306,27.622,28.138,995915,0
2008-07-14,28.186,28.653,27.949,28.216,854626,0
2008-07-15,28.108,28.415,27.829,28.216,1143297,0
2008-07-16,28.048,28.425,28.038,28.216,621200,0
2008-07-17,28.306,29.346,28.306,29.257,1473608,0
2008-07-18,29.207,29.753,27.81,29.634,1398650,0
2008-07-21,28.455,29.693,28.455,29.039,1037972,0
2008-07-22,29.257,29.773,29.049,29.634,1342107,0
2008-07-23,29.733,29.911,29.366,29.753,1017631,0
2008-07-24,29.802,29.98,29.366,29.406,1037083,0
2008-07-25,29.525,29.535,29.247,29.426,581539,0
2008-07-28,29.237,29.436,28.99,29.009,651079,0
2008-07-29,29.129,29.207,28.841,28.95,698293,0
2008-07-30,28.95,29.426,28.633,29.009,896942,0
2008-07-31,28.92,29.237,28.653,28.653,1084520,0
2008-08-01,28.643,29.356,28.643,29.148,871480,0
2008-08-04,29.009,29.287,28.87,29.109,684024,0
2008-08-05,29.119,29.564,29.069,29.535,1158526,0
2008-08-06,28.811,29.495,28.633,28.94,1171874,0
2008-08-07,28.702,28.742,27.791,28.118,1348947,0
2008-08-08,28.009,28.623,27.899,28.455,558955,0
2008-08-11,28.573,28.573,28.256,28.365,965765,0
2008-08-12,28.465,28.465,28.058,28.098,704465,0
2008-08-13,28.176,28.266,27.869,28.098,935468,0
2008-08-14,28.445,30.08,27.959,29.247,3665963,0
2008-08-15,29.495,31.101,29.257,30.387,2867726,0
2008-08-18,30.546,30.644,29.842,30.149,1264605,0
2008-08-19,30.05,30.1,29.277,29.376,1187210,0
2008-08-20,29.386,29.386,28.831,29.188,960595,0
2008-08-21,28.851,29.446,28.851,29.346,689490,0
2008-08-22,29.733,30.526,29.406,30.417,1192887,0
2008-08-25,30.536,30.536,29.733,29.892,727663,0
2008-08-26,29.793,30.06,29.475,29.624,898198,0
2008-08-27,29.505,29.663,29.336,29.426,710026,0
2008-08-28,29.564,29.812,29.495,29.812,716235,0
2008-08-29,29.783,30.229,29.743,30.04,1209547,0
2008-09-02,30.634,30.674,30.139,30.268,1298896,0
2008-09-03,30.149,30.654,30.149,30.506,1255821,0
2008-09-04,30.258,30.546,29.822,29.99,992044,0
2008-09-05,29.872,30.08,29.247,29.683,801690,0
2008-09-08,30.169,30.456,29.683,30.05,701890,0
2008-09-09,30.317,30.387,29.436,29.475,972268,0
2008-09-10,29.683,29.822,29,29.198,885125,0
2008-09-11,28.89,29.287,28.752,29.287,1048024,0
2008-09-12,29.227,29.653,28.99,29.545,757076,0
2008-09-15,29.138,29.535,28.663,29.049,780007,0
2008-09-16,27.939,28.543,27.018,28.196,2564559,0
2008-09-17,27.771,28.048,26.422,26.731,2090848,0
2008-09-18,27.048,27.522,26.492,27.345,1985253,0
2008-09-19,28.246,29.019,27.751,28.038,1560480,0
2008-09-22,28.722,29.673,27.672,28.653,1610473,0
2008-09-23,29.089,29.574,28.831,29,1191183,0
2008-09-24,29.109,29.119,28.504,28.87,1066010,0
2008-09-25,29.217,29.237,28.722,28.841,980995,0
2008-09-26,28.563,28.841,28.296,28.543,980247,0
2008-09-29,28.246,28.643,27.067,27.285,977473,0
2008-09-30,27.365,28.296,26.888,28.246,1405090,0
2008-10-01,28.029,29.386,28.029,28.712,1580114,0
2008-10-02,28.613,29.168,27.741,27.849,1299801,0
2008-10-03,28.196,28.236,27.265,27.295,1124599,0
2008-10-06,26.848,27.165,24.876,26.482,1831223,0
2008-10-07,26.482,26.918,25.372,25.372,1225692,0
2008-10-08,24.996,25.847,24.401,24.411,2027059,0
2008-10-09,24.589,24.658,22.836,22.836,1525222,0
2008-10-10,22.062,22.606,19.99,21.041,2671297,0
2008-10-13,21.575,23.033,21.238,23.033,1242524,0
2008-10-14,23.807,23.807,21.745,23.251,1717579,0
2008-10-15,22.983,23.33,21.438,21.517,2035557,0
2008-10-16,21.458,22.082,20.417,22.002,2245762,0
2008-10-17,21.488,23.093,21.358,22.499,2135433,0
2008-10-20,22.309,23.192,22.309,23.063,1633996,0
2008-10-21,22.786,23.677,22.786,23.241,1531431,0
2008-10-22,22.548,23.053,22.229,22.616,2636009,0
2008-10-23,22.616,23.31,21.517,22.616,1735555,0
2008-10-24,21.388,22.746,20.536,21.418,1423703,0
2008-10-27,21.458,22.884,21.041,22.249,1914703,0
2008-10-28,22.736,23.915,21.892,23.915,1498786,0
2008-10-29,24.331,25.857,23.945,24.5,2048566,0
2008-10-30,24.728,25.6,24.451,25.6,1734049,0
2008-10-31,25.709,26.878,25.56,25.937,1334097,0
2008-11-03,25.847,26.711,25.818,26.274,912122,0
2008-11-04,26.651,26.958,25.857,26.264,949901,0
2008-11-05,26.165,26.165,24.5,24.728,1741128,0
2008-11-06,24.183,24.728,23.677,24.351,1680605,0
2008-11-07,24.441,25.075,23.697,24.599,1460779,0
2008-11-10,24.976,25.213,24.212,24.559,628244,0
2008-11-11,24.193,24.421,23.558,23.817,851097,0
2008-11-12,23.39,23.529,22.706,22.776,991145,0
2008-11-13,22.973,23.637,21.864,23.637,1327565,0
2008-11-14,23.31,24.114,23.043,23.4,1373366,0
2008-11-17,23.073,23.667,22.566,22.576,1100935,0
2008-11-18,22.557,23.39,22.329,22.923,1886929,0
2008-11-19,22.865,23.28,21.932,21.942,1291346,0
2008-11-20,21.755,22.279,20.526,20.575,2010015,0
2008-11-21,22.21,22.21,20.01,21.835,1595166,0
2008-11-24,22.092,22.875,21.575,22.686,1399250,0
2008-11-25,23.023,23.4,22.299,22.983,1441319,0
2008-11-26,22.646,23.47,22.162,23.32,916175,0
